date,open,high,low,close,diff_close,rolling_median_10,ma_3,ma_7,ma_30,momentum_10,volatility_10,volatility_30,volatility_ratio_10,lag_1,lag_3,lag_7,trend_5,day_of_week,month,inflation,gdp_growth,trade_balance
2020-05-04,6.0096,6.1199,5.9554,6.0425,0.019300000000000317,5.98405,6.022733333333334,5.9983,5.7624933333333335,0.2638000000000007,0.11498570732438416,0.08188370531065577,0.019029492316819885,6.0232,5.8015,5.9656,9.999999999621423e-06,0,5,4.69785886363742,35.2,-54932.0
2020-05-05,6.0489,6.0489,5.9526,6.0253,-0.01720000000000077,6.01285,6.030333333333334,5.9945571428571425,5.779696666666667,0.2526999999999999,0.11538696296472263,0.08188803324360505,0.019150409600305816,6.0425,6.0025,6.0515,-0.009519999999999307,1,5,4.69785886363742,35.2,-54932.0
2020-05-06,6.1362,6.1765,6.1329,6.1681,0.14280000000000026,6.02425,6.078633333333333,6.001385714285713,5.802636666666666,0.2618999999999998,0.11637907839852032,0.08450434226753668,0.018867897472239478,6.0253,6.0232,6.1203,0.03761000000000081,2,5,4.69785886363742,35.2,-54932.0
2020-05-07,6.1703,6.3447,6.1286,6.3193,0.15120000000000022,6.0339,6.1709,6.054628571428572,5.828446666666666,0.3536999999999999,0.12273670147469723,0.08739813518881728,0.019422515385358698,6.1681,6.0425,5.9466,0.06559999999999899,3,5,4.69785886363742,35.2,-54932.0
2020-05-08,6.3224,6.4921,6.2061,6.2124,-0.10690000000000044,6.0339,6.233266666666666,6.11332857142857,5.846126666666666,0.16089999999999982,0.12890520591159685,0.0880400394804782,0.020749662917970004,6.3193,6.0253,5.8015,0.0873500000000007,4,5,4.69785886363742,35.2,-54932.0
2020-05-11,6.2141,6.3128,6.2141,6.2886,0.07620000000000005,6.0339,6.273433333333333,6.1542,5.864599999999999,0.16829999999999945,0.12926216297810372,0.08846987382557223,0.020554998406339047,6.2124,6.1681,6.0025,0.11974000000000018,0,5,4.69785886363742,35.2,-54932.0
2020-05-12,6.2758,6.3895,6.2465,6.3834,0.09480000000000022,6.1053,6.2947999999999995,6.205657142857143,5.8860866666666665,0.43679999999999986,0.11202518367660837,0.0895074519468799,0.017549453845381514,6.2886,6.3193,6.0232,0.14767999999999937,1,5,4.69785886363742,35.2,-54932.0
2020-05-13,6.385,6.4327,6.3355,6.3661,-0.01729999999999965,6.19025,6.346033333333334,6.251885714285714,5.906786666666666,0.5646000000000004,0.0939232334291033,0.08974891028058084,0.014753653481582649,6.3834,6.2124,6.0425,0.13081999999999994,2,5,4.69785886363742,35.2,-54932.0
2020-05-14,6.3658,6.4432,6.269,6.2789,-0.08720000000000017,6.2456499999999995,6.3428,6.288114285714285,5.925816666666666,0.27639999999999976,0.08871591614686633,0.09131397955444168,0.014129213102114435,6.3661,6.2886,6.0253,0.0951000000000004,3,5,4.69785886363742,35.2,-54932.0
2020-05-15,6.279,6.3449,6.2475,6.3327,0.05379999999999985,6.2837499999999995,6.3259,6.311628571428572,5.944103333333333,0.3094999999999999,0.08904508533446559,0.09092331643348915,0.014061156431611412,6.2789,6.3834,6.1681,0.08821000000000012,4,5,4.69785886363742,35.2,-54932.0
2020-05-18,6.334,6.3369,6.2108,6.2424,-0.09030000000000005,6.2837499999999995,6.284666666666666,6.300642857142856,5.961986666666666,0.19989999999999952,0.09702569476403909,0.09139171879534735,0.015543011464186705,6.3327,6.3661,6.3193,0.05898000000000092,0,5,4.69785886363742,35.2,-54932.0
2020-05-19,6.2436,6.2985,6.2249,6.2858,0.043400000000000105,6.2872,6.286966666666667,6.311128571428571,5.981973333333333,0.2605000000000004,0.09633481256073083,0.09122288253969289,0.015325783919426458,6.2424,6.2789,6.2124,0.013410000000000366,1,5,4.69785886363742,35.2,-54932.0
2020-05-20,6.2861,6.3107,6.2308,6.2389,-0.04689999999999994,6.2872,6.2557,6.304028571428572,6.00452,0.0708000000000002,0.08920394610105556,0.08807484565289705,0.01429802466797922,6.2858,6.3327,6.2886,-0.019109999999999516,2,5,4.69785886363742,35.2,-54932.0
2020-05-21,6.2502,6.2614,6.0758,6.0779,-0.16100000000000048,6.28235,6.200866666666667,6.2603857142857136,6.0211,-0.2414000000000005,0.08778099262748568,0.0942408594305407,0.01444265167697489,6.2389,6.2424,6.3834,-0.035169999999999035,3,5,4.69785886363742,35.2,-54932.0
2020-05-22,6.0741,6.1251,6.0293,6.0301,-0.04779999999999962,6.28235,6.115633333333332,6.212385714285714,6.036463333333333,-0.18229999999999968,0.08347376234482318,0.09484686926406921,0.013842848766160293,6.0779,6.2858,6.3661,-0.0774600000000003,4,5,4.69785886363742,35.2,-54932.0
2020-05-25,6.0337,6.0823,5.9221,5.9326,-0.09750000000000014,6.26065,6.013533333333332,6.162914285714286,6.045096666666667,-0.35599999999999987,0.07962436812936112,0.09547228279249025,0.013421496161777487,6.0301,6.2389,6.2789,-0.1038199999999998,0,5,4.69785886363742,35.2,-54932.0
2020-05-26,5.9324,5.984,5.864,5.8675,-0.06510000000000016,6.2406500000000005,5.9434,6.096457142857142,6.051623333333334,-0.5159000000000002,0.06529390732168926,0.09640544030053629,0.01112806260275914,5.9326,6.0779,6.3327,-0.13588999999999984,1,5,4.69785886363742,35.2,-54932.0
2020-05-27,5.8634,5.8944,5.7924,5.8037,-0.06379999999999963,6.1584,5.867933333333333,6.033785714285714,6.054646666666667,-0.5624000000000002,0.06422763683441375,0.09700599229032152,0.011066670715993892,5.8675,6.0301,6.2424,-0.16669,2,5,4.69785886363742,35.2,-54932.0
2020-05-28,5.8116,5.9881,5.8076,5.9863,0.18259999999999987,6.054,5.885833333333333,5.991,6.064856666666667,-0.2926000000000002,0.0977147344740461,0.1020978852494694,0.016323060066158745,5.8037,5.9326,6.2858,-0.15575000000000028,3,5,4.69785886363742,35.2,-54932.0
2020-05-29,5.9903,6.0647,5.9051,5.9268,-0.059499999999999886,6.0082,5.9056,5.946414285714285,6.0725999999999996,-0.4058999999999999,0.09349113386365103,0.1028815712975055,0.015774302129926948,5.9863,5.8675,6.2389,-0.13581999999999894,4,5,4.69785886363742,35.2,-54932.0
2020-06-01,5.9413,6.0249,5.9051,5.9744,0.04760000000000009,5.98035,5.962500000000001,5.931628571428571,6.0791233333333325,-0.2679999999999998,0.09549292004006256,0.10215812517969344,0.01598368372389906,5.9268,5.8037,6.0779,-0.10066000000000042,0,6,4.69785886363742,35.2,-49402.0
2020-06-02,5.9721,6.0265,5.8042,5.8114,-0.16300000000000026,5.9535,5.9042,5.900385714285714,6.080416666666666,-0.47440000000000015,0.1007926275963564,0.10674016447731242,0.017343949409153802,5.9744,5.9863,6.0301,-0.06443999999999939,1,6,4.69785886363742,35.2,-49402.0
2020-06-03,5.8103,5.8522,5.6331,5.6878,-0.12359999999999971,5.9297,5.824533333333334,5.865414285714286,6.073136666666667,-0.5510999999999999,0.10362547359495049,0.10607392477532547,0.01821890249216753,5.8114,5.9268,5.9326,-0.03251000000000115,2,6,4.69785886363742,35.2,-49402.0
2020-06-04,5.6788,5.7993,5.6654,5.7664,0.07859999999999978,5.89715,5.755199999999999,5.8509714285714285,6.066496666666667,-0.31149999999999967,0.10412012560286096,0.10654698040997118,0.01805634808595674,5.6878,5.9744,5.8675,-0.04534000000000038,3,6,4.69785886363742,35.2,-49402.0
2020-06-05,5.8017,5.8096,5.5842,5.5994,-0.16699999999999982,5.839449999999999,5.684533333333334,5.821785714285715,6.051426666666667,-0.43069999999999986,0.11270716284050245,0.10895035930690396,0.02012843569677152,5.7664,5.8114,5.8037,-0.0677500000000002,4,6,4.69785886363742,35.2,-49402.0
2020-06-08,5.6054,5.6153,5.4444,5.4455,-0.15390000000000015,5.80755,5.603766666666666,5.744528571428572,6.028933333333333,-0.48709999999999987,0.11706062484409038,0.11061297215605151,0.021496763353978585,5.5994,5.6878,5.9863,-0.12481999999999971,0,6,4.69785886363742,35.2,-49402.0
2020-06-09,5.4513,5.5797,5.4402,5.5554,0.10989999999999966,5.78505,5.533433333333332,5.691471428571428,6.0158933333333335,-0.31210000000000004,0.12699724800167903,0.10935630344634138,0.02286014472435451,5.4455,5.7664,5.9268,-0.14481000000000055,1,6,4.69785886363742,35.2,-49402.0
2020-06-10,5.5517,5.6572,5.5215,5.6571,0.10170000000000012,5.7271,5.552666666666667,5.6461428571428565,6.011080000000001,-0.14660000000000029,0.13292380607785123,0.10835769543931598,0.023496810393638302,5.5554,5.5994,5.9744,-0.1362899999999989,2,6,4.69785886363742,35.2,-49402.0
2020-06-11,5.6604,5.671,5.6181,5.6189,-0.03819999999999979,5.6724499999999995,5.610466666666667,5.6186428571428575,5.998293333333334,-0.36739999999999995,0.11342447511694968,0.1012590795701912,0.020186241989882305,5.6571,5.4455,5.8114,-0.12905000000000033,3,6,4.69785886363742,35.2,-49402.0
2020-06-12,5.6181,5.7778,5.6169,5.6846,0.06569999999999965,5.67085,5.653533333333333,5.618185714285714,5.987006666666667,-0.24220000000000041,0.11747076988671588,0.10210203393338131,0.0206647380443155,5.6189,5.5554,5.6878,-0.08779000000000003,4,6,4.69785886363742,35.2,-49402.0
2020-06-15,5.7123,5.8804,5.7092,5.8383,0.15370000000000061,5.67085,5.713933333333333,5.628457142857143,5.9802,-0.1360999999999999,0.12891260131491325,0.106350571657862,0.022080503111336046,5.6846,5.6571,5.7664,0.004379999999999384,0,6,4.69785886363742,35.2,-49402.0
2020-06-16,5.8031,5.9135,5.7172,5.9042,0.06590000000000007,5.67085,5.809033333333333,5.672,5.976163333333333,0.09280000000000044,0.11941109012334003,0.10714973887149658,0.020224770523244475,5.8383,5.6189,5.5994,0.06485999999999947,1,6,4.69785886363742,35.2,-49402.0
2020-06-17,5.9073,5.9099,5.8305,5.879,-0.025200000000000777,5.67085,5.873833333333334,5.733928571428572,5.966526666666667,0.19119999999999937,0.11100280076546622,0.10354026530886379,0.0188812384360378,5.9042,5.6846,5.4455,0.09012000000000064,2,6,4.69785886363742,35.2,-49402.0
2020-06-18,5.8731,6.0334,5.8725,6.0263,0.14730000000000043,5.67085,5.9365,5.8012,5.956760000000001,0.2599,0.1170540563633364,0.1033336054872205,0.0194238681053609,5.879,5.8383,5.5554,0.14561000000000046,3,6,4.69785886363742,35.2,-49402.0
2020-06-19,6.0222,6.0331,5.9192,5.9352,-0.09109999999999996,5.76145,5.946833333333333,5.840928571428572,5.94752,0.3357999999999999,0.10498873802037599,0.10286065096644778,0.017689165996154468,6.0263,5.9042,5.6571,0.16214999999999957,4,6,4.69785886363742,35.2,-49402.0
2020-06-22,5.932,5.9447,5.8485,5.9159,-0.019300000000000317,5.85865,5.959133333333333,5.883357142857143,5.9350966666666665,0.4703999999999997,0.08500950535087257,0.10159525743524325,0.014369665706126298,5.9352,5.879,5.6189,0.13062999999999914,0,6,4.69785886363742,35.2,-49402.0
2020-06-23,5.921,5.9471,5.8074,5.8271,-0.08879999999999999,5.85865,5.892733333333333,5.903714285714286,5.916553333333334,0.27170000000000005,0.09164696818650256,0.10043684130812776,0.015727715018877753,5.9159,6.0263,5.6846,0.08804000000000034,1,6,4.69785886363742,35.2,-49402.0
2020-06-24,5.8318,6.0186,5.8046,6.017,0.18990000000000062,5.8916,5.919999999999999,5.9292428571428575,5.904916666666666,0.35990000000000055,0.10314009296960049,0.10740757529096855,0.017141448058766908,5.8271,5.9352,5.8383,0.07965000000000089,2,6,4.69785886363742,35.2,-49402.0
2020-06-25,6.0205,6.0322,5.9107,6.0137,-0.0033000000000003027,5.91005,5.9525999999999994,5.944885714285713,5.896076666666667,0.39480000000000004,0.10091726864670471,0.10646033290741976,0.01678122763801066,6.017,5.9159,5.9042,0.037649999999999295,3,6,4.69785886363742,35.2,-49402.0
2020-06-26,6.0103,6.1529,6.0103,6.1529,0.13919999999999977,5.925549999999999,6.0612,5.984014285714286,5.890083333333334,0.46830000000000016,0.10560672379688316,0.1092970073519489,0.0171637315407179,6.0137,5.8271,5.879,0.0343599999999995,4,6,4.69785886363742,35.2,-49402.0
2020-06-29,6.1565,6.1865,6.0623,6.073,-0.07989999999999942,5.97445,6.079866666666667,5.990685714285715,5.884436666666668,0.23470000000000013,0.10517573706262624,0.10903656689175537,0.017318580118989995,6.1529,6.017,6.0263,0.042310000000000514,0,6,4.69785886363742,35.2,-49402.0
2020-06-30,6.0758,6.1732,6.0443,6.1368,0.06379999999999963,6.01535,6.1209,6.019485714285714,5.8794699999999995,0.2325999999999997,0.1050836619080246,0.10941594264889892,0.01712352723048243,6.073,6.0137,5.9352,0.0809899999999999,1,6,4.69785886363742,35.2,-49402.0
2020-07-01,6.1341,6.1394,5.9682,5.9827,-0.15409999999999968,6.01535,6.064166666666668,6.0290285714285705,5.8709299999999995,0.10370000000000079,0.1187106009494425,0.11253855921569654,0.01984231215829684,6.1368,6.1529,5.9159,0.06376000000000115,2,7,4.69785886363742,35.2,-59746.0
2020-07-02,5.9816,6.0364,5.9418,6.0229,0.04019999999999957,6.01535,6.047466666666668,6.057,5.869096666666667,-0.0034000000000000696,0.10945461971875724,0.10908159658092506,0.018173076046216482,5.9827,6.073,5.8271,0.06594000000000033,3,7,4.69785886363742,35.2,-59746.0
2020-07-03,6.027,6.0273,5.9678,5.9769,-0.04600000000000026,6.01535,5.9941666666666675,6.051271428571428,5.867323333333333,0.041699999999999626,0.10617955494768698,0.10905593292318916,0.017764987693902688,6.0229,6.1368,6.017,0.026570000000001315,4,7,4.69785886363742,35.2,-59746.0
2020-07-06,5.9884,6.0584,5.9705,6.0546,0.0777000000000001,6.01995,6.018133333333332,6.0571142857142855,5.871390000000001,0.13870000000000005,0.10820854402495206,0.10844225329109765,0.01787212103606383,5.9769,5.9827,6.0137,0.009019999999999584,0,7,4.69785886363742,35.2,-59746.0
2020-07-07,6.057,6.0846,5.9685,6.0642,0.009599999999999831,6.03875,6.031899999999999,6.044442857142856,5.877946666666667,0.23709999999999987,0.10213860354113583,0.10765406500752157,0.016842881755406457,6.0546,6.0229,6.1529,-0.029210000000000846,1,7,4.69785886363742,35.2,-59746.0
2020-07-08,6.0651,6.0944,6.0074,6.0559,-0.008299999999999308,6.05525,6.058233333333334,6.042,5.886353333333333,0.038899999999999935,0.08390990472590869,0.10687739005864211,0.013855893380985269,6.0642,5.9769,6.073,-0.018460000000000143,2,7,4.69785886363742,35.2,-59746.0
2020-07-09,6.0566,6.0725,5.956,6.0254,-0.03049999999999997,6.05525,6.0485,6.026085714285714,5.887656666666667,0.011700000000000266,0.08460682990554975,0.10186488848345701,0.01404169514149264,6.0559,6.0546,6.1368,-0.019129999999999647,3,7,4.69785886363742,35.2,-59746.0
2020-07-10,6.0288,6.0763,6.0058,6.0133,-0.012100000000000222,6.04,6.031533333333333,6.030457142857143,5.89054,-0.13959999999999972,0.06932971464915531,0.10125504187815604,0.011529395614580232,6.0254,6.0642,5.9827,0.0021100000000000563,4,7,4.69785886363742,35.2,-59746.0
2020-07-13,6.0216,6.1327,6.0204,6.1296,0.11629999999999985,6.04,6.056100000000001,6.045700000000001,5.895713333333334,0.05659999999999954,0.07603334356276402,0.10306197644381634,0.01240429123642065,6.0133,6.0559,6.0229,0.011450000000000848,0,7,4.69785886363742,35.2,-59746.0
2020-07-14,6.1317,6.2087,6.0737,6.1254,-0.0041999999999999815,6.04,6.089433333333333,6.066914285714286,5.90618,-0.011400000000000077,0.07324554138876517,0.09808447567182126,0.011957674827564758,6.1296,6.0254,5.9769,0.024830000000000574,1,7,4.69785886363742,35.2,-59746.0
2020-07-15,6.1192,6.147,6.051,6.1281,0.0026999999999999247,6.05525,6.1277,6.077414285714285,5.920856666666667,0.14539999999999953,0.04993723171253192,0.09478671041482753,0.008148893084729675,6.1254,6.0133,6.0546,0.02472999999999992,2,7,4.69785886363742,35.2,-59746.0
2020-07-16,6.1299,6.1399,6.042,6.0668,-0.06130000000000013,6.06005,6.106766666666666,6.077785714285715,5.9308700000000005,0.04389999999999983,0.054269480885259555,0.09497458002315524,0.008945322226752086,6.1281,6.1296,6.0642,0.02862000000000009,3,7,4.69785886363742,35.2,-59746.0
2020-07-17,6.0695,6.1628,6.0519,6.1524,0.08560000000000034,6.0655,6.115766666666667,6.091571428571428,5.949303333333334,0.17550000000000043,0.05659863072548663,0.08979626109002055,0.009199439361141447,6.0668,6.1254,6.0559,0.038889999999999425,4,7,4.69785886363742,35.2,-59746.0
2020-07-20,6.1477,6.1744,6.0924,6.0988,-0.053600000000000314,6.0828,6.106000000000001,6.102057142857143,5.97108,0.04420000000000002,0.056323446864220486,0.08489189345698832,0.009235168699452432,6.1524,6.1281,6.0254,0.02830999999999939,0,7,4.69785886363742,35.2,-59746.0
2020-07-21,6.1051,6.1074,5.9573,5.9625,-0.13629999999999942,6.0828,6.071233333333333,6.0948,5.98465,-0.10169999999999924,0.07164540847504144,0.08792520391081632,0.012016001421390598,6.0988,6.0668,6.0133,0.005899999999999572,1,7,4.69785886363742,35.2,-59746.0
2020-07-22,5.9674,6.0157,5.8891,5.9226,-0.03990000000000027,6.0828,5.994633333333333,6.0652285714285705,5.993499999999999,-0.1333000000000002,0.07224810724164325,0.08682487229058199,0.012198714625610924,5.9625,6.1524,6.1296,-0.021869999999999834,2,7,4.69785886363742,35.2,-59746.0
2020-07-23,5.9241,6.0548,5.9072,6.0427,0.12009999999999987,6.0828,5.975933333333333,6.053414285714285,6.007626666666666,0.01729999999999965,0.08314566936006539,0.08865776093897619,0.013759688443918346,5.9226,6.0988,6.1254,-0.028420000000000556,3,7,4.69785886363742,35.2,-59746.0
2020-07-24,6.0441,6.0996,6.0109,6.0996,0.05689999999999973,6.0992,6.021633333333334,6.049342857142858,6.02146,0.0862999999999996,0.08471860677167274,0.08849565090943773,0.013889206959746991,6.0427,5.9625,6.1281,-0.047610000000000596,4,7,4.69785886363742,35.2,-59746.0
2020-07-27,6.1163,6.1375,6.0416,6.0516,-0.04800000000000004,6.0828,6.064633333333333,6.0471714285714295,6.02857,-0.07800000000000029,0.07710732779703873,0.0850998413629544,0.012741643168259424,6.0996,5.9226,6.0668,-0.049249999999998906,0,7,4.69785886363742,35.2,-59746.0
2020-07-28,6.0514,6.0957,6.0259,6.0397,-0.0118999999999998,6.0592,6.063633333333333,6.031071428571429,6.033086666666666,-0.08570000000000011,0.07710582987037998,0.08442929334486134,0.012766499970260109,6.0516,6.0427,6.1524,-0.02524000000000015,1,7,4.69785886363742,35.2,-59746.0
2020-07-29,6.04,6.1069,6.005,6.0953,0.055600000000000094,6.0592,6.0622,6.030571428571428,6.040296666666666,-0.03279999999999994,0.07973477980850699,0.08473684762148982,0.013081354454826995,6.0397,6.0996,6.0988,0.012579999999998925,2,7,4.69785886363742,35.2,-59746.0
2020-07-30,6.094,6.1225,6.0495,6.1057,0.010399999999999743,6.073449999999999,6.080233333333333,6.051028571428572,6.042943333333333,0.038899999999999935,0.0771185587981978,0.08051342031347761,0.012630584338928838,6.0953,6.0516,5.9625,0.021289999999999587,3,7,4.69785886363742,35.2,-59746.0
2020-07-31,6.1189,6.1767,6.09,6.1468,0.041100000000000136,6.073449999999999,6.115933333333333,6.083057142857143,6.049996666666667,-0.005600000000000271,0.07305666294048735,0.07880521045846078,0.011885316415124513,6.1057,6.0397,5.9226,0.031289999999999374,4,7,4.69785886363742,35.2,-59746.0
2020-08-03,6.1431,6.2729,6.1101,6.2567,0.10990000000000055,6.073449999999999,6.169733333333333,6.113628571428571,6.061356666666667,0.1579000000000006,0.07799603195034979,0.08081995571255475,0.012466001558385377,6.1468,6.0953,6.0427,0.056519999999999904,0,8,4.69785886363742,35.2,-59746.0
2020-08-04,6.2565,6.3068,6.2231,6.2399,-0.016800000000000814,6.09745,6.214466666666667,6.133671428571428,6.075116666666667,0.2773999999999992,0.05892852921595423,0.0787865409475677,0.009443825897202556,6.2567,6.1057,6.0996,0.06881999999999966,1,8,4.69785886363742,35.2,-59746.0
2020-08-05,6.26,6.3138,6.2135,6.2768,0.036900000000000155,6.10265,6.2578,6.165842857142858,6.083776666666666,0.3541999999999996,0.05392593274318243,0.07161730478611703,0.00859130970290314,6.2399,6.1468,6.0516,0.06969999999999921,2,8,4.69785886363742,35.2,-59746.0
2020-08-06,6.2783,6.3613,6.2705,6.3346,0.057800000000000296,6.12625,6.283766666666666,6.207971428571428,6.094473333333332,0.29190000000000005,0.04608457080918388,0.07213239017697717,0.007275056169163622,6.2768,6.2567,6.0397,0.08629000000000087,3,8,4.69785886363742,35.2,-59746.0
2020-08-07,6.3338,6.4101,6.3102,6.4101,0.0754999999999999,6.19335,6.3405,6.252942857142856,6.103046666666667,0.3105000000000002,0.04767513328070882,0.06909276090297303,0.007437502266845887,6.3346,6.2399,6.0953,0.10790000000000077,4,8,4.69785886363742,35.2,-59746.0
2020-08-10,6.4042,6.4407,6.3006,6.4342,0.024099999999999788,6.2483,6.392966666666666,6.299871428571429,6.115086666666667,0.38260000000000005,0.0390666439135317,0.06708036662248423,0.006071717371783859,6.4101,6.2768,6.1057,0.10513999999999957,0,8,4.69785886363742,35.2,-59746.0
2020-08-11,6.4334,6.4634,6.317,6.3176,-0.11660000000000004,6.26675,6.3873,6.3242714285714285,6.121113333333333,0.2778999999999998,0.061558652248621275,0.07028950936261245,0.009743993327944359,6.4342,6.3346,6.1468,0.0928899999999997,1,8,4.69785886363742,35.2,-59746.0
2020-08-12,6.3158,6.4721,6.3037,6.4037,0.08610000000000007,6.2972,6.385166666666667,6.3452714285714285,6.1351466666666665,0.3083999999999998,0.06380425273182569,0.06489403210079381,0.00996365425173348,6.3176,6.4101,6.2567,0.08742999999999945,2,8,4.69785886363742,35.2,-59746.0
2020-08-13,6.4163,6.4637,6.3229,6.3419,-0.061799999999999855,6.3261,6.354399999999999,6.359842857142857,6.14578,0.2362000000000002,0.07014424503201333,0.06613596931157519,0.011060446401238325,6.4037,6.4342,6.2399,0.06527000000000083,3,8,4.69785886363742,35.2,-59746.0
2020-08-14,6.3406,6.4397,6.3351,6.419,0.07709999999999972,6.33825,6.3882,6.380157142857143,6.160516666666667,0.2721999999999998,0.07203926090064447,0.06631959965840097,0.01122281677841478,6.3419,6.3176,6.2768,0.039829999999999366,4,8,4.69785886363742,35.2,-59746.0
2020-08-17,6.4234,6.542,6.4186,6.5403,0.12130000000000063,6.3728,6.4337333333333335,6.409542857142857,6.176706666666666,0.28359999999999985,0.07356702461776693,0.06819808547216683,0.011248264547156389,6.419,6.4037,6.3346,0.03269000000000144,0,8,4.69785886363742,35.2,-59746.0
2020-08-18,6.5403,6.5765,6.4718,6.5262,-0.014100000000000001,6.4069,6.495166666666667,6.426128571428571,6.192106666666666,0.28630000000000067,0.07338760188963199,0.06841398324500834,0.011245073992466059,6.5403,6.3419,6.4101,0.04577999999999882,1,8,4.69785886363742,35.2,-59746.0
2020-08-19,6.5265,6.5833,6.4879,6.5813,0.05509999999999948,6.41455,6.549266666666667,6.447142857142857,6.20962,0.3045,0.07383977022355007,0.06863550269273959,0.011219632933242683,6.5262,6.419,6.4342,0.05084999999999962,2,8,4.69785886363742,35.2,-59746.0
2020-08-20,6.584,6.7037,6.5286,6.5967,0.015400000000000524,6.4266,6.568066666666667,6.487014285714285,6.2286633333333326,0.2621000000000002,0.07331023045175135,0.06803728533239922,0.011113167258136849,6.5813,6.5403,6.3176,0.07560000000000056,3,8,4.69785886363742,35.2,-59746.0
2020-08-21,6.5988,6.6358,6.5423,6.6276,0.030899999999999928,6.4802,6.601866666666667,6.518999999999999,6.24914,0.21750000000000025,0.07130769399035579,0.06781113062603819,0.010759203028299202,6.5967,6.5262,6.4037,0.09557000000000127,4,8,4.69785886363742,35.2,-59746.0
2020-08-24,6.6276,6.6506,6.5827,6.6142,-0.013399999999999856,6.533250000000001,6.612833333333334,6.557900000000001,6.265293333333333,0.1800000000000006,0.0721514302622539,0.06558934802780594,0.010908564945458846,6.6276,6.5813,6.3419,0.0923500000000006,0,8,4.69785886363742,35.2,-59746.0
2020-08-25,6.6162,6.6386,6.5186,6.5191,-0.0951000000000004,6.533250000000001,6.586966666666666,6.5722000000000005,6.278416666666667,0.20150000000000023,0.06788935851810657,0.06859288534199622,0.010413915804038375,6.6142,6.5967,6.419,0.07078000000000007,1,8,4.69785886363742,35.2,-59746.0
2020-08-26,6.511,6.6581,6.5105,6.6358,0.1166999999999998,6.5608,6.5897,6.5858428571428576,6.2953399999999995,0.23209999999999997,0.07177089242861624,0.0711072074688846,0.010815710604390766,6.5191,6.6276,6.5403,0.0584699999999998,2,8,4.69785886363742,35.2,-59746.0
